Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,25/12/2021,"111,343.69",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,Yes,No,,,,,,,,,PD106367-28-2,,GGS0060,,25/12/2021,70600569784,30/06/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,25/12/2021,"36,270.08",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,Yes,No,,,,,,,,,PD106367-3,Information and Communication Technology,GGS0060,,25/12/2021,70600569784,30/06/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,10/01/2022,"98,647.82",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-36,Information and Communication Technology,GGS0060,,10/01/2022,70600569784,1/05/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,24/01/2022,"98,648.00",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,Yes,No,,,,,,,,,PD106367-34,Information and Communication Technology,GGS0060,,24/01/2022,70600569784,12/06/2022,,
DoH_PD,33 Charlotte Street,Membership fees,10/06/2021,"19,785.70",Water Research Australia Ltd,L2/250 VICTORIA SQ ADELAIDE  SA  5000,No,No,,,,,,,,,,General Goods and Services,,,10/06/2021,32127974261,28/09/2021,,
DoH_PD,33 Charlotte Street,2021-22 Sewer Surveillance for SARS-CoV-2 in Qld,1/10/2021,"2,547,028.40",THE UNIVERSITY OF QUEENSLAND,St Lucia Campus  Brisbane Queensland 4072 ,No,No,Limited,,,,,,,,PD113134,General Goods and Services,,,1/10/2021,63942912682,30/09/2022,,
DoH_PD,33 Charlotte Street,Provision of Penetration Testing to Maple Navigation Portal,2/11/2021,"13,970.00",Telstra Corporation Limited,L3/275 George Street Brisbane QLD 4000,No,No,,,,,,,,,PD113057,Information and Communication Technology,ICT3187B,,2/11/2021,33051775556,31/01/2022,,
DoH_PD,33 Charlotte Street,Callibration of equipment,15/11/2021,"10,829.50",Air-Met Scientific Pty Ltd,10 HUDSON RD ALBION  QLD  4010,No,No,,,,,,,,,4301786193,General Goods and Services,,,15/11/2021,73006849949,31/01/2022,,
DoH_PD,33 Charlotte Street,2020-21 Sewer Surveillance for SARS-CoV-2 in Qld,2/10/2020,"2,333,763.30",THE UNIVERSITY OF QUEENSLAND,St Lucia Campus  Brisbane Queensland 4072 ,No,No,Limited,,,,,,,,PD107539,General Goods and Services,,,2/10/2020,63942912682,30/09/2021,,
DoH_PD,33 Charlotte Street,IT changes to Online Booking Portal,9/08/2021,"26,434.10",Dialog Information Technology,"Level 7 35 Boundary Street, South Brisbane 4101",No,No,,,,,,,,,4301569588,Information and Communication Technology,ICT7698a,,9/08/2021,1601009175,31/12/2021,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,4/01/2022,"132,262.15",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,Yes,No,,,,,,,,,PD106367-22,Information and Communication Technology,GGS0060,,4/01/2022,70600569784,1/07/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,4/01/2022,"134,975.28",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,Yes,No,,,,,,,,,PD106367-17,Information and Communication Technology,GGS0060,,4/01/2022,70600569784,1/07/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,4/01/2022,"263,421.49",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,Yes,No,,,,,,,,,PD106367-19,Information and Communication Technology,GGS0060,,4/01/2022,70600569784,3/07/2022,,
DoH_PD,33 Charlotte Street,Temporary Contractor,4/01/2022,"131,793.75",RANDSTAD PTY LIMITED,GPO Box 4640 SYDNEY 2000 ,Yes,No,,,,,,,,,PD106403-4,Information and Communication Technology,GGS0060,,4/01/2022,28080275378,3/07/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,4/01/2022,"295,886.80",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,Yes,Yes,,,,,,,,,PD106367-18,Information and Communication Technology,GGS0060,,4/01/2022,70600569784,31/12/2022,,
DoH_PD,33 Charlotte Street,Membership fees,30/09/2021,"10,120.00",Hg Leadership Pty Ltd,"SE 8  L 2  1 MCLAREN ST, NORTH SYDNEY  NSW  2059",No,No,,,,,,,,,4301686869,General Goods & Services,,,30/09/2021,56627036855,31/08/2022,,
DoH_PD,33 Charlotte Street,MySQL Enterprise Solution Licences,29/11/2021,"21,307.97",Data 3 Ltd,PO Box 551  INDOOROOPILLY QLD 4068,No,No,,,,,,,,,4301819606,Information and Communication Technology,,,29/11/2021,31010545267,30/11/2021,,
DoH_PD,33 Charlotte Street,Legal Services,16/12/2021,"24,200.00",Ashurst Australia,GPO BOX 9938  SYDNEY NSW 2001,No,No,,,,,,,,,,General Goods & Services,,,16/12/2021,96103234653,28/02/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,17/01/2022,"64,817.06",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-37,Information and Communication Technology,GGS0060,,17/01/2022,70600569784,30/06/2022,,
DoH_PD,33 Charlotte Street,Penetration Testing,27/01/2022,"16,412.00",Telstra Corporation Ltd,L41/242 EXHIBITION ST  MELBOURNE VIC 3000,No,No,,,,,,,,,4301935820,Information and Communication Technology,,,27/01/2022,33051775556,31/01/2022,,
DoH_PD,33 Charlotte Street,Cancer Research Project,3/02/2022,"220,000.00",Max Kelsen Pty Ltd,SE 1  36 AGNES ST FORTITUDE VALLEY  QLD 4006,No,No,,,,,,,,,PD113357,Information and Communication Technology,,,3/02/2022,36604456331,2/02/2023,,
DoH_PD,33 Charlotte Street,Fee Recovery Services,31/07/2021,"193,939.92",Australian Receivables Ltd,PO Box 14390  MELBOURNE VIC 8001,No,No,,,,,,,,,,General Goods & Services,,,31/07/2021,96103234653,31/03/2022,,
DoH_PD,33 Charlotte Street,Consumer Research,11/11/2021,"33,000.00",Kantar ,"Level 1,  9 Buchanan Street  West End Qld  4101",No,No,,,,,,,,,PD112600,General Goods and Services,,,11/11/2021,38000601221,7/01/2022,,
DoH_PD,33 Charlotte Street,Supporting Sub-Committee Consumer Representatives,8/12/2021,"12,879.79",Health Consumers Queensland Ltd,"GPO Box 1328, Brisbane Qld 4001",No,No,,,,,,,,,,General Goods and Services,,,8/12/2021,66165711919,23/12/2021,,
DoH_PD,33 Charlotte Street,Development of mandatory training for medical officers and nurse practitioners ,14/12/2021,"949,218.33",Queensland University Of Technology,GPO Box 2434 Brisbane  Qld  4001,No,Yes,,,,,,,,,PD113651,General Goods and Services,DET-SOA 69587,,14/12/2021,83791724622,30/11/2023,,
DoH_PD,33 Charlotte Street,LearnFlex License software and software support services,27/08/2021,"15,400.00",B Online Learning Pty Ltd,"Suite 205 and 206 The Cooperage, 56 Bowman St, Pyrmont NSW 2009",Yes,Yes,,,,,,,,,PD107116,General Goods & Services,,,27/08/2021,50068437338,26/08/2022,,
DoH_PD,33 Charlotte Street,Legal advice contract development,13/08/2021,"59,950.00",Corrs Chambers Westgarth,"L35/1, EAGLE ST, BRISBANE  QLD  4000",No,No,,,,,,,,,PD111842,General Goods & Services,,,13/08/2021,89690832091,30/06/2022,,
DoH_PD,33 Charlotte Street,Digital Lead - Project,16/08/2021,"178,871.00",Transpacific Services Pty Ltd,"PO Box 208, NUNDAH QLD 4012",No,Yes,,,,,,,,,PD111523,General Goods & Services,GGS0060,,16/08/2021,78107859343,31/12/2023,,
DoH_PD,33 Charlotte Street,Standard Pre & Hospital Kit,29/06/2021,"17,460.00",Lane Design & Illustration,8/4 PRITCHARD ST O'CONNOR  WA  6163,No,No,,,,,,,,,4301479157,General Goods & Services,,,29/06/2021,78259600305,30/06/2021,,
DoH_PD,33 Charlotte Street,Printing PBS Hospital Prescription Forms 2021-22,15/09/2021,"239,475.31",Dept Of Human Services,"PO Box 1699, Southport Qld 4215",No,No,,,,,,,,,4301652915,General Goods and Services,,,15/09/2021,90794605008,31/08/2022,,
DoH_PD,33 Charlotte Street,National Blood Supply Plan 2021-22 ,18/08/2021,"66,118,115.00",National Blood Authority,Locked Bag 8430  CANBERRA ACT 2601,No,Yes,,,,,,,,,HSCI69180,Medical,,,18/08/2021,87361602478,31/08/2022,,
DoH_PD,33 Charlotte Street,National Cord Blood Supply 2021-22,16/07/2021,"918,301.00",Department Of Health,Locked Bag 8430  CANBERRA ACT 2601,No,Yes,,,,,,,,,4301520158,,,,16/07/2021,87361602478,31/08/2022,,
DoH_PD,33 Charlotte Street,Patient Information Exchange data access,27/08/2021,"12,153.00",Australian Health Practitioner,111 Bourke Street MELBOURNE   VIC  3000,No,Yes,,,,,,,,,4301664129,Information and Communication Technology,,,27/08/2021,78685433429,26/08/2023,,
DoH_PD,33 Charlotte Street,Legal Fees,30/08/2021,"35,745.60",Minter Ellison,WATERFRONT PLACE L 22 1 EAGLE STREET BRISBANE  QLD  4000,No,No,,,,,,,,,,General Goods and Services,,,30/08/2021,91556716819,27/04/2022,,
DoH_PD,33 Charlotte Street,Extension of Tripartite agreement for the Integration of the National Data Exchange (NDE) component of the National Real Time Prescription Monitoring (RTPM) system to the jurisdiction,13/09/2021,"2,092,301.20",Fred It Group Pty Ltd,20 TRENERRY CRES ABBOTSFORD  VIC  3067,Yes,No,,,,,,,,,PD102753,Information and Communication Technology,,,13/09/2021,68109546901,13/09/2023,,
DoH_PD,33 Charlotte Street,Membership fees,30/09/2021,"10,120.00",Hg Leadership Pty Ltd,"SE 8  L 2  1 MCLAREN ST, NORTH SYDNEY  NSW  2059",No,No,,,,,,,,,4301686869,General Goods & Services,,,30/09/2021,56627036855,31/08/2022,,
DoH_PD,33 Charlotte Street,Linkedin Learning - Yearly subscription,23/06/2021,"10,835.00",Linkedin,L9/1 MARTON PL  SYDNEY  NSW  2000,No,No,,,,,,,,,,General Goods & Services,,,23/06/2021,73615253408,26/07/2021,,
DoH_PD,33 Charlotte Street,BioReliance Storage Agreement Hendra Virus,1/07/2021,45111.39,BIORELIANCE LIMITED,14920 Broschart Road Rockville  USA,No,No,,,,,,,,,PD81649-6,,,,1/07/2021,,30/06/2026,,
DoH_PD,33 Charlotte Street,Temporary Contractor,1/07/2021,"48,610.55",Davidson Recruitment Pty Ltd,L10/295 ANN ST BRISBANE  QLD  4000,No,No,,,,,,,,,PD106404-8,General Goods & Services,GGS0060,,1/07/2021,50167132523,26/11/2021,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,1/07/2021,"95,643.54",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-32,Information and Communication Technology,GGS0060,,1/07/2021,70600569784,24/10/2021,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,1/07/2021,"97,631.23",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-33,Information and Communication Technology,GGS0060,,1/07/2021,70600569784,31/10/2021,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,1/07/2021,"97,631.23",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-21,Information and Communication Technology,GGS0060,,1/07/2021,70600569784,31/10/2021,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,1/07/2021,"105,207.80",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-26,Information and Communication Technology,GGS0060,,1/07/2021,70600569784,31/10/2021,,
DoH_PD,33 Charlotte Street,Supply of Injecting Equipment for Qld Needle and Syringe Program,1/07/2021,"2,111,195.66",Asp Healthcare Pty Ltd,17 HARRIS ST ST MARYS  NSW  2760,No,No,Open,,,,,,,,PD111156,Medical,QNSP15/SOA234,,1/07/2021,45108259329,30/06/2022,,
DoH_PD,33 Charlotte Street,Supply of Injecting Equipment for Qld Needle and Syringe Program,1/07/2021,"299,024.22",Clifford Hallam Healthcare P/L,U 2 & 3 14 LUKE ST  LYTTON  QLD  4178,No,No,Open,,,,,,,,PD111703/PD111704,Medical,QNSP15/SOA234,,1/07/2021,45108259329,30/06/2022,,
DoH_PD,33 Charlotte Street,Supply of Injecting Equipment for Qld Needle and Syringe Program,1/07/2021,"578,969.30",Terumo Australia Pty Ltd,L 4  BLDG A  5 TALAVERA RD MACQUARIE PARK  NSW  2113,No,No,Open,,,,,,,,PD111702,Medical,QNSP15/SOA234,,1/07/2021,34158693595,30/06/2022,,
DoH_PD,33 Charlotte Street,Distribution Services for Vaccines,1/07/2021,"2,046,292.20",Toll Global Logistics Division,L4/390 ST KILDA RD MELBOURNE  VIC  3004,No,No,Open,,,,,,,,4300851456,General Goods and Services,HSQ85987,,1/07/2021,31006604191,30/06/2022,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,26/07/2021,"141,222.40",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-34,Information and Communication Technology,GGS0060,,26/07/2021,70600569784,23/01/2022,,
DoH_PD,33 Charlotte Street,Trachoma Face Wash Project,12/08/2021,"45,782.00",Doomadgee Aboriginal Shire Council,"PO Box 354, EDGE HILL  QLD 4870",No,No,,,,,,,,,,,,,12/08/2021,64535061721,2/09/2021,,
DoH_PD,33 Charlotte Street,Year 6 SIP Campaign Postcard Printing,1/09/2021,"30,409.20",The Buckner Group Pty Ltd,71 BASALT ST GEEBUNG  QLD  4034,No,No,,,,,,,,,4301623785,General Goods & Services,,,1/09/2021,47009739422,15/09/2021,,
DoH_PD,33 Charlotte Street,2022 Yr 7 and 10 SIP resources,23/09/2021,"90,105.85",The Buckner Group Pty Ltd,71 BASALT ST GEEBUNG  QLD  4034,No,No,,,,,,,,,4301671518,General Goods & Services,,,23/09/2021,47009739422,5/11/2021,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,27/09/2021,"14,735.82",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-3,Information and Communication Technology,GGS0060,,27/09/2021,70600569784,24/12/2021,,
DoH_PD,33 Charlotte Street,Temporary Contractor,1/10/2021,"72,259.82",Davidson Recruitment Pty Ltd,L10/295 ANN ST BRISBANE  QLD  4000,Yes,No,,,,,,,,,PD106404-5,General Goods and Services,GGS0060,,1/10/2021,65244757179,30/06/2022,,
DoH_PD,33 Charlotte Street,Provision of HIV Point Of Care Tests (POCT) and associated accessories 2021/22,28/06/2021,"91,089.69",Abbott Rapid Diagnostics Pty Ltd,"12 Mowbray Tce, East Brisbane QLD 4169",No,No,,,,,,,,,PD104249-3,Medical,,,1/07/2021,19010728220,30/06/2022,,
DoH_PD,33 Charlotte Street, Support for COVID19 Compliance for governance and structures,22/04/2021,"179,370.40",Ernst & Young,111 Eagle Street BRISBANE  QLD  4000,No,No,,,,,,,,,PD111861,General Goods and Services,QGC0050-18 T3,,22/04/2021,75288172749,2/06/2021,,
DoH_PD,33 Charlotte Street,Queensland contribution to Food Regulation System 2021-22,8/06/2021,"117,329.31",Department Of Health,GPO Box 9848  CANBERRA  ACT  2601,No,No,,,,,,,,,,General Goods and Services,,,8/06/2021,83605426759,1/09/2021,,
DoH_PD,33 Charlotte Street,ARC Project - Making Australia resilient to airborne infection transmission,14/06/2021,"99,000.00",Queensland Uni Of Technology,L2/88 MUSK AVE KELVIN GROVE  QLD  4059,No,No,,,,,,,,,PD111878,General Goods and Services,,,14/06/2021,83791724622,13/06/2024,,
DoH_PD,33 Charlotte Street,Temporary Contractor,25/08/2021,"23,662.60",RANDSTAD PTY LIMITED,GPO Box 4640 SYDNEY 2000 ,No,No,,,,,,,,,PD106403-12,General Goods and Services,GGS0060,,25/08/2021,28080275378,17/11/2021,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"180,323.35",Dr Linda Cockburn,,Yes,No,,,,,,,,,PD78134-1,Medical,,,1/07/2021,77010933016,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"221,917.85",Marion Tracey Medical Pty Ltd,,Yes,No,,,,,,,,,PD78242-1,Medical,,,1/07/2021,47144563986,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"166,525.95",Rjlarsen Medical Pty Ltd,,Yes,No,,,,,,,,,PD78461-1,Medical,,,1/07/2021,60378221090,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"117,538.56",Dr Tony C Bretherton,,Yes,No,,,,,,,,,PD77905-1,Medical,,,1/07/2021,78497757293,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"38,660.73",Dr Charmaine Macdonald,,Yes,No,,,,,,,,,PD88446,Medical,,,1/07/2021,88748985156,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"69,888.69",Dr Thomas B Lloyd,,Yes,No,,,,,,,,,PD78568-1,Medical,,,1/07/2021,29726026564,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"38,299.56",Dr Shohreh Rezai,,Yes,No,,,,,,,,,PD78254-1,Medical,,,1/07/2021,65230147242,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"56,823.79",Dr Damayantha K Seneviratne,,Yes,No,,,,,,,,,PD77907-1,Medical,,,1/07/2021,23931971084,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"66,500.30",Dr Bronwyn G Rogers,,Yes,No,,,,,,,,,PD77899-2,Medical,,,1/07/2021,40094502208,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"59,940.68",Dr Michael P M Curley,,Yes,No,,,,,,,,,PD87660-1,Medical,,,1/07/2021,90442299082,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"77,112.05",Clamac Medical Pty Ltd,,Yes,No,,,,,,,,,PD77917-1,Medical,,,1/07/2021,65120316609,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"77,510.02",Katrina Lee Dahl,,Yes,No,,,,,,,,,PD87906,Medical,,,1/07/2021,72659428250,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"52,100.51",Dr Shilpa Hegde,,Yes,No,,,,,,,,,PD96160,Medical,,,1/07/2021,86450617122,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"43,861.90",Dr Nicholas J Hall,,Yes,No,,,,,,,,,PD78243-1,Medical,,,1/07/2021,43197840105,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"9,196.85",Bensoussan Medical Pty Ltd,,Yes,No,,,,,,,,,PD78614-1,Medical,,,1/07/2021,81103294542,7/01/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"16,030.82",Dr Anthony Chan,,Yes,No,,,,,,,,,PD77898-1,Medical,,,1/07/2021,71381106974,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"38,909.75",Dr James Challen,,Yes,No,,,,,,,,,PD77906-1,Medical,,,1/07/2021,27135980467,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"89,663.63",Dr John Evans Radiologist Pty Ltd,,Yes,No,,,,,,,,,PD78127-1,Medical,,,1/07/2021,69165642651,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"99,564.71",Lexsea Radiology P/L,,Yes,No,,,,,,,,,PD99191,Medical,,,1/07/2021,60626688659,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"86,652.01",Dr Phelim T Doyle,,Yes,No,,,,,,,,,PD77913-1,Medical,,,1/07/2021,27809036694,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"74,706.72",Dr Chanchala Athulathmudali,,Yes,No,,,,,,,,,PD77862-1,Medical,,,1/07/2021,69547106756,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"43,065.31",Dr Julie Broadfoot,,Yes,No,,,,,,,,,PD78126-1,Medical,,,1/07/2021,22816029396,7/01/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"80,932.28",Dr Elizabeth A Carter,,Yes,No,,,,,,,,,PD78612-2,Medical,,,1/07/2021,19897520767,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"192,898.97",Overgrove Pty Ltd,,Yes,No,,,,,,,,,PD78239-1,Medical,,,1/07/2021,89076876536,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"63,670.50",Charles Bruce Leibowitz,,Yes,No,,,,,,,,,PD78613-2,Medical,,,1/07/2021,14209149485,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"97,640.11",Dr Sonja M Gustafson,,Yes,No,,,,,,,,,PD78558-1,Medical,,,1/07/2021,96372532114,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"139,091.74",Andrew M McLaughlan,,Yes,No,,,,,,,,,PD78579-2,Medical,,,1/07/2021,90706362371,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"238,905.87",Dr Grant Withey,,Yes,No,,,,,,,,,PD77915-1,Medical,,,1/07/2021,82448558537,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"100,387.16",Dr Bimal P Sood,,Yes,No,,,,,,,,,PD75283-1,Medical,,,1/07/2021,59479606690,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,7/07/2021,"162,610.34",Dr Sonja M Gustafson,,Yes,No,,,,,,,,,,Medical,,,7/07/2021,96372532114,9/11/2021,,
DoH_PD,33 Charlotte Street,Photocopier Usage and Maintenance 2021/22,13/07/2021,"7,289.88",Ricoh Australia Pty Ltd,Locked Bag 2044 NSW  1670,No,No,,,,,,,,,4301509975,General Goods and Services,,,13/07/2021,30000593171,30/06/2022,,
DoH_PD,33 Charlotte Street,Cancer Screening Mailhouse Stock,13/07/2021,"124,021.24",Konica Minolta Marketing Services,L4/503-505 Kent Street Sydney 2000,No,No,,,,,,,,,4301510312,General Goods and Services,HSQ96132,,13/07/2021,59108768083,30/06/2022,,
DoH_PD,33 Charlotte Street,Test Message Service 2021/22,16/07/2021,"78,827.90",Message Media - Statewide,GPO Box 442 Melbourne VIC 3001,No,No,,,,,,,,,4301520072,General Goods and Services,,,16/07/2021,16095453062,30/06/2022,,
DoH_PD,33 Charlotte Street,Outgoing clincial communications 2021/22,16/07/2021,"44,203.28",Medical-Objects Pty Ltd,11/72 Wises Road MAROOCHYDORE  QLD  4558,No,No,,,,,,,,,4301520147,General Goods and Services,,,16/07/2021,55082554877,30/06/2022,,
DoH_PD,33 Charlotte Street,Pathology & Radiology reports 2021/22,16/07/2021,"16,356.56",Healthlink Group Pty Ltd,35 CLARENCE ST SYDNEY  NSW  2001,No,No,,,,,,,,,4301520182,General Goods and Services,DETSOA64648,,16/07/2021,44600665183,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,22/07/2021,"46,691.70",Medical Excellence Pty Ltd,,Yes,No,,,,,,,,,PD111483,Medical,,,22/07/2021,96372532114,30/06/2022,,
DoH_PD,33 Charlotte Street,2021/22 VMO BreastScreening,1/07/2021,"38,693.41",Cara Odenthal Radiology Pty Ltd,,No,No,,,,,,,,,PD111482,Medical,,,28/07/2021,41645427854,30/06/2022,,
DoH_PD,33 Charlotte Street,FOEX Oracle support 21-22,1/09/2021,"6,968.50",Apexia,51 JABIRU DR COBAKI LAKES  NSW  2486,No,No,,,,,,,,,4301661696,Information and Communication Technology,,,1/09/2021,96139120979,30/06/2022,,
DoH_PD,33 Charlotte Street,IT changes to Online Booking Portal,8/09/2021,"40,420.49",Dialog Information Technology,"Level 7 35 Boundary Street, South Brisbane 4101",No,No,,,,,,,,,4301637083,Information and Communication Technology,ICT7698a,,8/09/2021,1601009175,30/06/2022,,
DoH_PD,33 Charlotte Street,Software changes GP Software,15/09/2021,"38,500.00",Best Practice Software Pty Ltd,86 WOONGARRA ST BUNDABERG  QLD  4670,No,No,,,,,,,,,PD111882,Information and Communication Technology,,,15/09/2021,92104808988,30/06/2022,,
DoH_PD,33 Charlotte Street,COVID19 Genomics Study,15/06/2021,"165,000.00",THE UNIVERSITY OF QUEENSLAND,"The University of Queensland, St Lucia Qld 4067",No,No,,,,,,,,,PD110853,,,,15/06/2021,63942912682,14/06/2023,,
DoH_PD,33 Charlotte Street,COVID19 Critical projects,17/06/2021,"250,000.00",THE PRINCE CHARLES HOSPITAL FOUNDATION,"The Prince Charles Hospital, Level 1 Administration Building, 627 Rode Road, Chermside  Qld  4032",No,Yes,,,,,,,,,PD110852,,,,17/06/2021,34853168302,30/06/2022,,
DoH_PD,33 Charlotte Street,Provision of advice and analysis to support Queensland's COVID-19 response,25/06/2021,"44,000.00",HEALTHCONSULT PTY LTD,"3/86 Liverpool Street, Sydney  NSW   2000",No,No,,,,,,,,,PD111404,,,,25/06/2021,67118337821,31/12/2021,,
DoH_PD,33 Charlotte Street,COVID-19 Transmission projections,31/07/2021,"35,500.01",Finity Actuarial and Insurance Consultants,"Level 7, 68 Harringotn Street, The Rocks  NSW  2000",No,No,,,,,,,,,,General Goods and Services,,,31/07/2021,89111470270,12/08/2021,,
DoH_PD,33 Charlotte Street,Licence and Support Fee,6/09/2021,"273,900.00",Community Information Support,"L1/5 GREEN SQUARE CLOSE, FORTITUDE VALLEY  QLD  4006",No,No,,,,,,,,,4301631371,Information and Communication Technology,,,6/09/2021,30143384043,30/09/2021,,
DoH_PD,33 Charlotte Street,Air Purifers,29/06/2021,"152,015.60",Quantum Healthcare,"22 ROSEBERY AVE, ROSEBERY  NSW  2018",No,No,,,,,,,,,4301267888,General Goods and Services,,,29/06/2021,79085446653,30/06/2021,,
DoH_PD,33 Charlotte Street,Air Purifers,30/06/2021,"152,015.60",Quantum Healthcare,"22 ROSEBERY AVE, ROSEBERY  NSW  2018",No,No,,,,,,,,,4301409854,General Goods and Services,,,30/06/2021,79085446653,30/07/2021,,
DoH_PD,33 Charlotte Street,Temporary Contractor,1/07/2021,"337,864.38",Workpac Health And Social Care Pty Ltd,168 ROBERTSON ST FORTITUDE VALLEY  QLD  4006,No,No,,,,,,,,,PD111481,General Goods and Services,GGS0060,,1/07/2021,66101479707,30/06/2022,,
DoH_PD,33 Charlotte Street,Temporary Contractor,1/07/2021,"38,100.00",HUDSON GLOBAL RESOURCES (AUST) PTY LIMITED ,LVL 17 CENTRAL PLAZA 2 66 EAGLE STREET Brisbane QLD 4000 ,No,No,,,,,,,,,PD106405-13,General Goods and Services,GGS0060,,1/07/2021,21002888762,30/09/2021,,
DoH_PD,33 Charlotte Street,ICT Contingency Labour,26/07/2021,"67,496.00",Allegis Global Solutions,L19/99 Walker Street North Sydney NSW 2060,No,No,,,,,,,,,PD106367-35,Information and Communication Technology,GGS0060,,26/07/2021,70600569784,24/10/2021,,
